protein_id,accession,selected_identity_percent,selected_query_coverage_percent,selected_evalue,selected_bit_score,quality_tier,exact_identity100_coverage100,status,pdb_file,pdbUrl,latestVersion,uniprotId,uniprotDescription,organismScientificName,isReviewed,globalMetricValue,error_message
10678075301093b8d66110e27c5edd65 MCSG-APC27111 A-0,A0A0H3AGD0,100.0,100.0,0.0,637.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3AGD0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3AGD0-F1-model_v6.pdb,6,A0A0H3AGD0_VIBC3,Glycerol kinase,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),False,86.62,
797922eb2d119a53e694db3994303a35 SGPP-Tbru019708AAA A-0,Q38CK5,100.0,99.08883826879271,0.0,886.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q38CK5.pdb,https://alphafold.ebi.ac.uk/files/AF-Q38CK5-F1-model_v6.pdb,6,Q38CK5_TRYB2,26S proteasome non-ATPase regulatory subunit 5,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),False,89.0,
934defdaf220503b05b5bd8c1e347224 SECSG-Pfu-1568986-001 A-0,A0A5C0XRT5,100.0,91.96428571428571,1.75e-63,197.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XRT5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XRT5-F1-model_v6.pdb,6,A0A5C0XRT5_PYRFU,Transcriptional regulator,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,88.88,
1e81748756f5453767c72da9734c8449 NESG-HR7040A A-1,H9FHK0,90.385,81.88976377952756,9.75e-57,199.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\H9FHK0.pdb,https://alphafold.ebi.ac.uk/files/AF-H9FHK0-F1-model_v6.pdb,6,H9FHK0_MACMU,E1A-binding protein p400,Macaca mulatta,False,58.5,
bb3d897acb6545fbb6cd81ac4e331c00 EFI-513559 A-0,B0NLS2,100.0,100.0,1.18e-58,183.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B0NLS2.pdb,https://alphafold.ebi.ac.uk/files/AF-B0NLS2-F1-model_v6.pdb,6,B0NLS2_BACSE,HTH araC/xylS-type domain-containing protein,Bacteroides stercoris ATCC 43183,False,84.31,
438c34cc5bc7525347183fb7f437697c NYSGRC-012355 A-1,A0A6P5P0W7,100.0,100.0,7.69e-111,328.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6P5P0W7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6P5P0W7-F1-model_v6.pdb,6,A0A6P5P0W7_MUSCR,Syntaxin-5,Mus caroli,False,67.88,
d1fa57e3909c4ae010e6492bc456ca66 MCSG-APC109575 A-0,D8L2T8,100.0,100.0,3.03e-167,469.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D8L2T8.pdb,https://alphafold.ebi.ac.uk/files/AF-D8L2T8-F1-model_v6.pdb,6,D8L2T8_STRPT,PtmU2,Streptomyces platensis,False,92.38,
5d5b5a1335cf64a3f917bb80984edc84 MCSG-APC22122 A-0,A0A077JJJ3,100.0,100.0,0.0,631.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A077JJJ3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A077JJJ3-F1-model_v6.pdb,6,A0A077JJJ3_PSEAI,Uncharacterized protein,Pseudomonas aeruginosa,False,44.53,
869594649e7f5f8c6e1e90fb79af535b NESG-HR6771 A-1,A0A2R9CF37,99.635,98.2078853046595,0.0,560.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2R9CF37.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2R9CF37-F1-model_v6.pdb,6,A0A2R9CF37_PANPA,Mitochondrial fission factor,Pan paniscus,False,59.75,
04e41c2e273fe31b4cf7a2d1f8a926fd NYSGRC-010745 A-1,B4HEI5,100.0,100.0,2.28e-39,145.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B4HEI5.pdb,https://alphafold.ebi.ac.uk/files/AF-B4HEI5-F1-model_v6.pdb,6,B4HEI5_DROSE,GM24186,Drosophila sechellia,False,86.06,
616a5a02f66cca80f6f80c0efc301878 SECSG-Pfu-1644264-001 A-0,A0A5C0XRH6,100.0,90.42553191489363,5.21e-56,177.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5C0XRH6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5C0XRH6-F1-model_v6.pdb,6,A0A5C0XRH6_PYRFU,Ferredoxin family protein,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),False,96.19,
0677d0544f85408faa7ebdcf71f837e4 4XZ6_1 A-1,A0A850LD20,100.0,92.33038348082596,0.0,631.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A850LD20.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A850LD20-F1-model_v6.pdb,6,A0A850LD20_9RHOB,ABC transporter substrate-binding protein,Ruegeria pomeroyi,False,94.25,
5528983b601eea5492fff8436b410a06 JCSG-417782 A-1,A0A0N7IAU4,100.0,100.0,3.87e-36,124.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0N7IAU4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0N7IAU4-F1-model_v6.pdb,6,A0A0N7IAU4_BACT4,Uncharacterized protein,Bacteroides thetaiotaomicron,False,55.97,
a9f156f01392b9ec00441b017129c2dd SGPP-Tbru014194AAA A-0,C9ZJU8,94.231,97.5,1.64e-99,292.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C9ZJU8.pdb,https://alphafold.ebi.ac.uk/files/AF-C9ZJU8-F1-model_v6.pdb,6,C9ZJU8_TRYB9,T. brucei spp.-specific protein,Trypanosoma brucei gambiense (strain MHOM/CI/86/DAL972),False,30.53,
74d04b1679c1800996a7a295293ebd8c SGPP-Lmaj007027AAB A-0,Q4QI81,100.0,99.0,0.0,818.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4QI81.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4QI81-F1-model_v6.pdb,6,Q4QI81_LEIMA,Uncharacterized protein,Leishmania major,False,70.44,
a7e420223b36bfff3115cf8fbb878e32 JCSG-360715 A-0,A0A7U3YBS6,100.0,100.0,2.69e-137,390.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7U3YBS6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A7U3YBS6-F1-model_v6.pdb,6,A0A7U3YBS6_BORBG,Uncharacterized protein,Borreliella burgdorferi 118a,False,70.56,
d0f1fc51b386523b08119274ec7a5d47 SSGCID-RicoA.17832.a A-0,Q92J12,98.889,98.9010989010989,6.05e-60,187.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q92J12.pdb,https://alphafold.ebi.ac.uk/files/AF-Q92J12-F1-model_v6.pdb,6,Q92J12_RICCN,Autotransporter domain-containing protein,Rickettsia conorii (strain ATCC VR-613 / Malish 7),False,76.69,
5d0207d4be77a8561d98667270d4cc88 JCSG-399567 A-0,Q2G6W7,100.0,100.0,4.42e-104,303.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q2G6W7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q2G6W7-F1-model_v6.pdb,6,Q2G6W7_NOVAD,MOSC domain-containing protein,Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199),False,94.88,
083038c00c0d70567ee173d1cebd2843 TB-Rv2083 A-0,A5U4B0,100.0,100.0,0.0,602.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A5U4B0.pdb,https://alphafold.ebi.ac.uk/files/AF-A5U4B0-F1-model_v6.pdb,6,A5U4B0_MYCTA,PPE family protein,Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra),False,55.97,
b9d3a3e38233c0f3663ee927b0639dc5 SGPP-Pfal006498AAA A-0,A0A0L7KIK3,100.0,100.0,1.92e-61,191.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0L7KIK3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0L7KIK3-F1-model_v6.pdb,6,A0A0L7KIK3_PLAFX,Plasmodium RESA N-terminal domain-containing protein,Plasmodium falciparum (isolate HB3),False,55.81,
fa90d351b325beeb89654a7dbf53728b MCSG-APC102529 A-0,A0A2U0QQ91,100.0,100.0,0.0,566.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2U0QQ91.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2U0QQ91-F1-model_v6.pdb,6,A0A2U0QQ91_CAMJU,DUF3135 domain-containing protein,Campylobacter jejuni,False,65.62,
4d64451a5a2b3a260736e7f42394c09b JCSG-377579 A-0,F9UNM3,100.0,100.0,0.0,603.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\F9UNM3.pdb,https://alphafold.ebi.ac.uk/files/AF-F9UNM3-F1-model_v6.pdb,6,F9UNM3_LACPL,Uncharacterized protein,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),False,93.19,
350a45c2780f9e0de2918a36954cfbd1 SSGCID-RicoA.17583.b A-0,Q92J52,98.113,98.14814814814815,2.48e-29,107.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q92J52.pdb,https://alphafold.ebi.ac.uk/files/AF-Q92J52-F1-model_v6.pdb,6,Q92J52_RICCN,Prolyl endopeptidase-like protein,Rickettsia conorii (strain ATCC VR-613 / Malish 7),False,78.44,
3764ff5c7587fb4497c7c1316f264eb2 MCSG-APC114147 A-0,Q74Y57,100.0,100.0,1.26e-29,107.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q74Y57.pdb,https://alphafold.ebi.ac.uk/files/AF-Q74Y57-F1-model_v6.pdb,6,Q74Y57_YERPE,Uncharacterized protein,Yersinia pestis,False,45.06,
7a9888b8951fd09b49c929cb6356d8ed SSGCID-BaboA.18568.a A-0,A7AWR8,100.0,100.0,0.0,1313.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A7AWR8.pdb,https://alphafold.ebi.ac.uk/files/AF-A7AWR8-F1-model_v6.pdb,6,A7AWR8_BABBO,"Membrane skeletal protein, putative",Babesia bovis,False,43.94,
4255485f9d145630e3d6b6a7c9ff0040 JCSG-370189 A-0,Q471F1,100.0,100.0,2.15e-166,467.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q471F1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q471F1-F1-model_v6.pdb,6,Q471F1_CUPPJ,Iron-sulfur cluster-binding protein,Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197),False,94.25,
45ada2d5e89c0d5cb0c90abc68033860 SECSG-T05B11.1 A-0,Q22212,100.0,100.0,0.0,686.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q22212.pdb,https://alphafold.ebi.ac.uk/files/AF-Q22212-F1-model_v6.pdb,6,Q22212_CAEEL,F-box domain-containing protein,Caenorhabditis elegans,False,82.81,
1fa33f0803d58ec9d7366db96f9f2d27 SSGCID-RicoA.01656.a A-0,Q92G62,100.0,100.0,0.0,1223.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q92G62.pdb,https://alphafold.ebi.ac.uk/files/AF-Q92G62-F1-model_v6.pdb,6,Q92G62_RICCN,Cell surface antigen-like protein,Rickettsia conorii (strain ATCC VR-613 / Malish 7),False,86.0,
a771fc7b7d6de1055b5978a658fa604d NESG-MsR137 A-1,A0A2U9PKU6,100.0,94.77124183006535,6.93e-100,292.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2U9PKU6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2U9PKU6-F1-model_v6.pdb,6,A0A2U9PKU6_MYCSE,Cyclase/dehydrase superfamily protein,Mycolicibacterium smegmatis (strain MKD8),False,87.81,
f302ad9fee34b6ac80f42c750548ee15 MCSG-APC83961 A-0,E6N054,100.0,100.0,0.0,523.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\E6N054.pdb,https://alphafold.ebi.ac.uk/files/AF-E6N054-F1-model_v6.pdb,6,E6N054_NEIMH,Uncharacterized protein,Neisseria meningitidis serogroup B / serotype 15 (strain H44/76),False,68.19,
2e357119d70e0d035da308b864311429 NESG-YR244 A-0,B3LIC8,100.0,100.0,0.0,3323.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\B3LIC8.pdb,,,,,,,,AFDB API returned HTTP 404
1b681984c419afae591bf6c363fe29b6 6RM8_2 A-1,G0SFN3,100.0,93.61702127659575,3.44e-21,92.4,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\G0SFN3.pdb,https://alphafold.ebi.ac.uk/files/AF-G0SFN3-F1-model_v6.pdb,6,G0SFN3_CHATD,Pre-mRNA-splicing factor,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719),False,59.22,
37db0bff44f2265143f423c4b76c95b7 SSGCID-ButhA.01680.a A-1,Q2T6Z1,100.0,96.45776566757493,0.0,681.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q2T6Z1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q2T6Z1-F1-model_v6.pdb,6,Q2T6Z1_BURTA,"Pentapeptide repeat family protein, putative",Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264),False,97.25,
0ae617d436bdc7c0c44789d23b651ac9 SSGCID-EbzaA.17248.a A-0,A0A0E3KX27,100.0,100.0,0.0,1539.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0E3KX27.pdb,,,,,,,,AFDB API returned HTTP 404
030d934e06a736eca40654dbdbf5701f JCSG-376450 A-0,A0A0C2YYX1,100.0,100.0,2.72e-88,261.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0C2YYX1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0C2YYX1-F1-model_v6.pdb,6,A0A0C2YYX1_PARME,Nitrogen fixation-related protein,Paramagnetospirillum magnetotacticum MS-1,False,85.25,
e03047857881237fd620c9baaeb4c24c TB-Rv1914c A-0,A0A045HIN5,100.0,100.0,6.08e-93,273.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A045HIN5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A045HIN5-F1-model_v6.pdb,6,A0A045HIN5_MYCTX,Uncharacterized protein,Mycobacterium tuberculosis,False,90.62,
a5773d3af9790d02d5e53be9b2b2f5a4 MCSG-APC102524 A-0,A0A1J6UHD5,100.0,100.0,0.0,926.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1J6UHD5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1J6UHD5-F1-model_v6.pdb,6,A0A1J6UHD5_CAMJU,GGDEF domain-containing protein,Campylobacter jejuni,False,83.75,
e326704d1fa496f06e2032e80e006e9f SSGCID-BaboA.18345.a A-0,A7AQT9,100.0,97.01834862385321,0.0,872.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A7AQT9.pdb,https://alphafold.ebi.ac.uk/files/AF-A7AQT9-F1-model_v6.pdb,6,A7AQT9_BABBO,Uncharacterized protein,Babesia bovis,False,75.19,
b2e0a87e935ee5eb7763ab3bc641eff1 JCSG-47 A-0,Q1NZ32,100.0,83.82352941176471,7.45e-34,122.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q1NZ32.pdb,https://alphafold.ebi.ac.uk/files/AF-Q1NZ32-F1-model_v6.pdb,6,Q1NZ32_CAEEL,Doublecortin domain-containing protein,Caenorhabditis elegans,False,74.06,
ccf52ed5b60f0907ace24afafa9575df SECSG-F13B9.1A A-0,A0A4V0IM30,100.0,100.0,0.0,3337.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4V0IM30.pdb,,,,,,,,AFDB API returned HTTP 404
608fc5c57cd985b5856a40f6fdb28730 JCSG-357008 A-1,A0A0H3CBY6,100.0,100.0,2.02e-48,156.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H3CBY6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H3CBY6-F1-model_v6.pdb,6,A0A0H3CBY6_CAUVN,HicB-family RNAse H fold protein,Caulobacter vibrioides (strain NA1000 / CB15N),False,86.94,
e4ef235d10d3db363045bcc4c757cb7b SECSG-F40G12.5 A-0,Q20246,100.0,100.0,0.0,535.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q20246.pdb,https://alphafold.ebi.ac.uk/files/AF-Q20246-F1-model_v6.pdb,6,Q20246_CAEEL,DUF19 domain-containing protein,Caenorhabditis elegans,False,87.81,
c89bf6acd9058b5c50123ed31069a614 JCSG-373503 A-0,Q0I5F3,100.0,100.0,9.8e-133,378.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q0I5F3.pdb,https://alphafold.ebi.ac.uk/files/AF-Q0I5F3-F1-model_v6.pdb,6,Q0I5F3_HISS1,DUF4274 domain-containing protein,Histophilus somni (strain 129Pt),False,94.12,
16826b82f2500c906ce73ec015dc015f SSGCID-BuviA.17622.a A-1,A4JPK9,100.0,100.0,1.25e-168,473.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A4JPK9.pdb,https://alphafold.ebi.ac.uk/files/AF-A4JPK9-F1-model_v6.pdb,6,A4JPK9_BURVG,Hydroxymethylglutaryl-coenzyme A reductase,Burkholderia vietnamiensis (strain G4 / LMG 22486),False,79.56,
ad257a34fa4ec1cf1b020639116c5271 JCSG-372364 A-0,A0A0G9GLY5,100.0,100.0,3.07e-110,319.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0G9GLY5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0G9GLY5-F1-model_v6.pdb,6,A0A0G9GLY5_LACPN,Uncharacterized protein,Lactiplantibacillus plantarum,False,76.75,
0429bffb645695f1de15135d387d8dcf MCSG-APC107241 A-0,A0A4D6KAS8,100.0,100.0,1.31e-80,241.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4D6KAS8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A4D6KAS8-F1-model_v6.pdb,6,A0A4D6KAS8_9EURY,VOC family protein,Halomicrobium mukohataei,False,87.94,
f00c1463ce4f1c817c6b97ce23e14209 6KHY_1 A-1,A0A6G7KTG9,100.0,98.33887043189368,0.0,616.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6G7KTG9.pdb,,,,,,,,AFDB API returned HTTP 404
9a1c47778137c063d0c250672c0552d4 JCSG-370130 A-0,A0A6N4SSB7,99.556,93.75,4.78e-166,466.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6N4SSB7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6N4SSB7-F1-model_v6.pdb,6,A0A6N4SSB7_CYTH3,Siderophore-interacting protein,Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465),False,93.12,
5f340fe343be95c6c17049d4d4f42ce0 NESG-MsR18 A-0,A0A2U9PHK6,99.724,100.0,0.0,734.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2U9PHK6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2U9PHK6-F1-model_v6.pdb,6,A0A2U9PHK6_MYCSE,LprO protein,Mycolicibacterium smegmatis (strain MKD8),False,87.75,
6f9839598b11f4e28cf0921bb1440c9c MCSG-APC82331 A-0,Q8A6E4,100.0,100.0,0.0,1117.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8A6E4.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8A6E4-F1-model_v6.pdb,6,Q8A6E4_BACTN,DUF3991 domain-containing protein,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50),False,84.06,
c479056207aad68920dc4de726b99a0e MCSG-APC103289 A-0,A0A979G510,100.0,100.0,0.0,570.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A979G510.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A979G510-F1-model_v6.pdb,6,A0A979G510_CHIPD,Peptidase M10A and M12B matrixin and adamalysin,Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / LMG 13176 / NBRC 15968 / NCIMB 11800 / UQM 2034),False,76.69,
4220a77abce112803a61428fcd36fc6b JCSG-377811 A-0,Q4FSL5,100.0,100.0,6.14e-172,481.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4FSL5.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4FSL5-F1-model_v6.pdb,6,Q4FSL5_PSYA2,"Putative malonate decarboxylase, subunit E",Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4),False,92.38,
fc4409882285b1f13d1ab127f9a7c79a SECSG-F13A2.4 A-0,O16893,100.0,100.0,4.35e-87,258.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O16893.pdb,https://alphafold.ebi.ac.uk/files/AF-O16893-F1-model_v6.pdb,6,O16893_CAEEL,Gag-pol polyprotein,Caenorhabditis elegans,False,65.88,
d7ed5b111483f0d957216da80d649ca5 MCSG-APC36134 A-0,A0A1V9CH90,95.05,100.0,2.21e-64,201.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1V9CH90.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1V9CH90-F1-model_v6.pdb,6,A0A1V9CH90_9BACL,PIN domain-containing protein,Geobacillus zalihae,False,95.19,
7f566fea8fd5f6b8c78f459e588385d5 SGPP-Lmaj012119AAA A-0,Q4Q5C8,100.0,100.0,2.68e-158,445.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q5C8.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q5C8-F1-model_v6.pdb,6,Q4Q5C8_LEIMA,Putative NUDIX hydrolase dihydroneopterin triphosphate pyrophosphohydrolase/hydrolase,Leishmania major,False,87.75,
9a68db87716b04f0932daab553a7d765 MCSG-APC83794 A-0,A0A0Y5KAS9,100.0,100.0,6.51e-89,263.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0Y5KAS9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0Y5KAS9-F1-model_v6.pdb,6,A0A0Y5KAS9_NEIME,MafB silent cassette,Neisseria meningitidis,False,79.19,
4c3038d3601b06a14a86d7141b087a36 SGPP-Lmaj00582AAA A-0,Q4QAZ1,100.0,100.0,3.62e-156,440.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4QAZ1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4QAZ1-F1-model_v6.pdb,6,Q4QAZ1_LEIMA,U2A'/phosphoprotein 32 family A C-terminal domain-containing protein,Leishmania major,False,79.5,
e1253b1601e52ccdb08939044abf4a5e JCSG-420496 A-1,A0AAE9S9Z0,99.206,100.0,5.98e-87,258.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAE9S9Z0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAE9S9Z0-F1-model_v6.pdb,6,A0AAE9S9Z0_ACIPI,Lipoprotein,Acinetobacter pittii,False,79.19,
a400b59e2e7e18945efa165eb06ec46c MCSG-APC81054 A-0,Q7MUM1,100.0,100.0,1.17e-53,170.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q7MUM1.pdb,https://alphafold.ebi.ac.uk/files/AF-Q7MUM1-F1-model_v6.pdb,6,Q7MUM1_PORGI,Uncharacterized protein,Porphyromonas gingivalis (strain ATCC BAA-308 / W83),False,63.34,
84df58fc319f736d22e5c9ab88c0c1b3 MCSG-APC36010 A-0,A0A7U9P4Z9,99.213,92.02898550724638,1.3e-83,259.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7U9P4Z9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A7U9P4Z9-F1-model_v6.pdb,6,A0A7U9P4Z9_GEOTM,DUF2515 domain-containing protein,Geobacillus thermopakistaniensis (strain MAS1),False,87.25,
168c596cd0db0367c6eb2f9bc6651961 MCSG-APC114107 A-0,A0A0E1X4Q1,100.0,100.0,1.21e-48,157.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0E1X4Q1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0E1X4Q1-F1-model_v6.pdb,6,A0A0E1X4Q1_9HYPH,Uncharacterized protein,Brucella pinnipedialis M292/94/1,False,41.53,
8bfc8a8a59adbda240f7cff3d3932f1f SECSG-T01D3.2 A-0,A0A6A5GCD4,90.994,100.0,0.0,612.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6A5GCD4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6A5GCD4-F1-model_v6.pdb,6,A0A6A5GCD4_CAERE,Uncharacterized protein,Caenorhabditis remanei,False,80.56,
4ac3e1380e1d95127ceb16808121a821 JCSG-425204 A-0,A0A015SKS0,100.0,100.0,5.46e-90,265.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A015SKS0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A015SKS0-F1-model_v6.pdb,6,A0A015SKS0_BACFG,Uncharacterized protein,Bacteroides fragilis str. 3988T(B)14,False,84.94,
dd8ec2e2b36a8584c7ae30b354ed9380 JCSG-380942 A-0,Q8E854,100.0,100.0,1.7e-61,191.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8E854.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8E854-F1-model_v6.pdb,6,Q8E854_SHEON,Chromosome partitioning protein ParA,Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1),False,94.56,
